series,count,corr,mean_abs_diff,max_abs_diff,rmse
Pi_bar_med,262,0.9998575859992979,0.02025460492693059,0.08393750986381576,0.026949433441822483
R_bar_med,262,0.9975105090891996,0.15385157959416215,0.4459268753771478,0.1879724231210747
Ts_bar_med,262,0.9668510229449022,0.13794563250100714,0.29778970055458887,0.16027742243538626
