Date,Series,p2_5,p16,p50,p84,p97_5
1976-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1976-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1976-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1977-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1977-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1977-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1977-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1978-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1978-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1978-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1978-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1979-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1979-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1979-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1979-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1980-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1980-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1980-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1980-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1981-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1981-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1981-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1981-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1982-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1982-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1982-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1982-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1983-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1983-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1983-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1983-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1984-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1984-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1984-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1984-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1985-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1985-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1985-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1985-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1986-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1986-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1986-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1986-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1987-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1987-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1987-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1987-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1988-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1988-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1988-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1988-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1989-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1989-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1989-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1989-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1990-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1990-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1990-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1990-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1991-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1991-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1991-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1991-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1992-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1992-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1992-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1992-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1993-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1993-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1993-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1993-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1994-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1994-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1994-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1994-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1995-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1995-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1995-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1995-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1996-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1996-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1996-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1996-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1997-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1997-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1997-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1997-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1998-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1998-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1998-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1998-10-01,EPi,0.0,0.0,0.0,0.0,0.0
1999-01-01,EPi,0.0,0.0,0.0,0.0,0.0
1999-04-01,EPi,0.0,0.0,0.0,0.0,0.0
1999-07-01,EPi,0.0,0.0,0.0,0.0,0.0
1999-10-01,EPi,0.0,0.0,0.0,0.0,0.0
2000-01-01,EPi,0.0,0.0,0.0,0.0,0.0
2000-04-01,EPi,0.0,0.0,0.0,0.0,0.0
2000-07-01,EPi,0.0,0.0,0.0,0.0,0.0
2000-10-01,EPi,0.0,0.0,0.0,0.0,0.0
2001-01-01,EPi,0.0,0.0,0.0,0.0,0.0
2001-04-01,EPi,0.0,0.0,0.0,0.0,0.0
2001-07-01,EPi,0.0,0.0,0.0,0.0,0.0
2001-10-01,EPi,0.0,0.0,0.0,0.0,0.0
2002-01-01,EPi,0.0,0.0,0.0,0.0,0.0
2002-04-01,EPi,0.0,0.0,0.0,0.0,0.0
2002-07-01,EPi,0.0,0.0,0.0,0.0,0.0
2002-10-01,EPi,0.0,0.0,0.0,0.0,0.0
2003-01-01,EPi,0.0,0.0,0.0,0.0,0.0
2003-04-01,EPi,0.0,0.0,0.0,0.0,0.0
2003-07-01,EPi,0.0,0.0,0.0,0.0,0.0
2003-10-01,EPi,0.0,0.0,0.0,0.0,0.0
2004-01-01,EPi,0.0,0.0,0.0,0.0,0.0
2004-04-01,EPi,0.0,0.0,0.0,0.0,0.0
2004-07-01,EPi,0.0,0.0,0.0,0.0,0.0
2004-10-01,EPi,0.0,0.0,0.0,0.0,0.0
2005-01-01,EPi,0.0,0.0,0.0,0.0,0.0
2005-04-01,EPi,0.0,0.0,0.0,0.0,0.0
2005-07-01,EPi,0.0,0.0,0.0,0.0,0.0
2005-10-01,EPi,0.0,0.0,0.0,0.0,0.0
