Date,Pi_bar_med,Pi_bar_p2_5,Pi_bar_p16,Pi_bar_p84,Pi_bar_p97_5,R_bar_med,R_bar_p2_5,R_bar_p16,R_bar_p84,R_bar_p97_5,NR_bar_med,NR_bar_p2_5,NR_bar_p16,NR_bar_p84,NR_bar_p97_5,Ts_bar_med,Ts_bar_p2_5,Ts_bar_p16,Ts_bar_p84,Ts_bar_p97_5
1963-07-01,1.9121774905753197,1.5543076929147324,1.5543076929147324,2.964049009585251,2.964049009585251,1.5371086994197174,1.160260888833594,1.160260888833594,2.066336293450346,2.066336293450346,3.6206439863650783,2.8485274285969746,2.8485274285969746,4.501157709004969,4.501157709004969,0.9086136368297651,0.628709225580695,0.628709225580695,1.1666368135230178,1.1666368135230178
1963-10-01,1.85089075921209,1.6762304086523976,1.6762304086523976,2.88502619093106,2.88502619093106,1.5308961314284708,1.1681374281562986,1.1681374281562986,1.9914814202378504,1.9914814202378504,3.6677118288902477,2.91932979014894,2.91932979014894,4.415922322359531,4.415922322359531,0.9118339463523119,0.7189146418578019,0.7189146418578019,1.1012370121217765,1.1012370121217765
1964-01-01,1.9114080996290972,1.4569080767120928,1.4569080767120928,2.850178265788493,2.850178265788493,1.569141335598836,1.1690526726839054,1.1690526726839054,1.9033612175867438,1.9033612175867438,3.3602692942988366,3.0804607723130024,3.0804607723130024,4.4623299899440365,4.4623299899440365,0.9441280083844135,0.7636925314621764,0.7636925314621764,1.1098008747370394,1.1098008747370394
1964-04-01,1.7577957067200476,1.631876809870309,1.631876809870309,2.851550391896402,2.851550391896402,1.5204297962051436,1.1979103813536183,1.1979103813536183,1.9650374412740186,1.9650374412740186,3.5969142511443275,2.955706088073666,2.955706088073666,4.471742298880741,4.471742298880741,0.9818706015336516,0.7598088141336242,0.7598088141336242,1.1810216110801208,1.1810216110801208
1964-07-01,1.6592711616482916,1.5199298517755937,1.5199298517755937,2.8775896790211255,2.8775896790211255,1.4656450779039245,1.1924453135262405,1.1924453135262405,1.9351075721506723,1.9351075721506723,3.4721338896956215,2.8517164751745323,2.8517164751745323,4.397239655287521,4.397239655287521,0.945141726354203,0.7914369646400364,0.7914369646400364,1.191437918939473,1.191437918939473
1964-10-01,1.6951968281514964,1.5275094624598153,1.5275094624598153,2.9745497618940315,2.9745497618940315,1.5177370268465882,1.1951534746438992,1.1951534746438992,2.0060754902651663,2.0060754902651663,3.3398658941231925,2.855047247949687,2.855047247949687,4.4922867887406195,4.4922867887406195,0.9716541095285363,0.7813684149448028,0.7813684149448028,1.16361835045424,1.16361835045424
1965-01-01,1.8106392736514996,1.5607119849426163,1.5607119849426163,3.09639184730637,3.09639184730637,1.4645887436875675,1.246452183496343,1.246452183496343,1.9684059589112497,1.9684059589112497,3.2752280173390673,3.0027460208538974,3.0027460208538974,4.64321951530063,4.64321951530063,1.0768851082214617,0.7841124664585907,0.7841124664585907,1.1338332078653368,1.1338332078653368
1965-04-01,1.8123260238045886,1.5577320298452937,1.5577320298452937,3.079744687716193,3.079744687716193,1.3910311866055391,1.273597405807294,1.273597405807294,1.8976285139321731,1.8976285139321731,3.358542926983176,2.8632662445996724,2.8632662445996724,4.592314001826992,4.592314001826992,1.0771356174159414,0.8592706431133114,0.8592706431133114,1.1377389232089345,1.1377389232089345
1965-07-01,1.9329277335352333,1.456832653654956,1.456832653654956,3.166205102870494,3.166205102870494,1.3831798812435938,1.2398198476617917,1.2398198476617917,1.9314343816135517,1.9314343816135517,3.3184580286304155,2.927899653180103,2.927899653180103,4.790163734965834,4.790163734965834,1.0120131771798697,0.9384829644167891,0.9384829644167891,1.1399327372211383,1.1399327372211383
1965-10-01,1.8491105553694063,1.5711825540473687,1.5711825540473687,3.081828935745011,3.081828935745011,1.4099760031624125,1.2111377683221602,1.2111377683221602,1.9409833975235795,1.9409833975235795,3.417642246955319,2.9576791911642446,2.9576791911642446,4.612994120886763,4.612994120886763,1.0010922059864624,0.931384064001291,0.931384064001291,1.1645316469482359,1.1645316469482359
1966-01-01,1.944235838725261,1.5087223548381412,1.5087223548381412,2.8691949070103084,2.8691949070103084,1.3857330634451799,1.1377886063070968,1.1377886063070968,1.911033232448091,1.911033232448091,3.3151593348198416,2.894455418283321,2.894455418283321,4.378639058113341,4.378639058113341,0.9908826836658189,0.9282369355874172,0.9282369355874172,1.1551650531979822,1.1551650531979822
1966-04-01,2.1123378049979267,1.6190493412204023,1.6190493412204023,2.7879873214000312,2.7879873214000312,1.4471587785175573,1.148299921050208,1.148299921050208,1.8977931810716027,1.8977931810716027,3.492395727040141,3.0662081197379596,3.0662081197379596,4.2668399625682,4.2668399625682,1.0470314045560432,0.9989643951666429,0.9989643951666429,1.1740877363091564,1.1740877363091564
1966-07-01,2.1350078099596774,1.7179825936347486,1.7179825936347486,2.688617342378218,2.688617342378218,1.5157755839718257,1.1189445497685098,1.1189445497685098,1.7926684817157785,1.7926684817157785,3.4326438476511614,3.3333081267556586,3.3333081267556586,4.210744189971628,4.210744189971628,1.0255270640205738,0.969633995383351,0.969633995383351,1.1499223202391164,1.1499223202391164
1966-10-01,2.093975158649438,1.8241101062218872,1.8241101062218872,2.7949993505766053,2.7949993505766053,1.5490321121983732,1.2233379409606646,1.2233379409606646,1.7994975264529753,1.7994975264529753,3.585372759198105,3.355085680871011,3.355085680871011,4.3440314627749785,4.3440314627749785,1.0669494000667612,0.9690553272335345,0.9690553272335345,1.2752110837753865,1.2752110837753865
1967-01-01,2.2198347095106645,1.7945175913900722,1.7945175913900722,2.7555376280862567,2.7555376280862567,1.575818073466512,1.1870938870890957,1.1870938870890957,1.8917554237500673,1.8917554237500673,3.547150804665085,3.441535889306511,3.441535889306511,4.331355701552768,4.331355701552768,1.0909870961341759,0.9910226183510826,0.9910226183510826,1.2713419324661235,1.2713419324661235
1967-04-01,2.3046925317568796,1.8582360853723183,1.8582360853723183,2.788728780711227,2.788728780711227,1.541843719761561,1.234962531244174,1.234962531244174,1.8293119088620557,1.8293119088620557,3.6405632574130777,3.585158135472448,3.585158135472448,4.330572500472789,4.330572500472789,1.116254151095376,0.9574513930480931,0.9574513930480931,1.2781104373203773,1.2781104373203773
1967-07-01,2.405221420902784,2.112500454051093,2.112500454051093,2.8471984709761164,2.8471984709761164,1.5730441243332944,1.2908311363702125,1.2908311363702125,1.9312885707253622,1.9312885707253622,3.9081292462967525,3.6960525572729965,3.6960525572729965,4.420242595309411,4.420242595309411,1.202652499363867,0.9667457223478468,0.9667457223478468,1.273488010599044,1.273488010599044
1967-10-01,2.4997061155177507,2.301756085058216,2.301756085058216,2.9427905256082543,2.9427905256082543,1.6730442238885463,1.2884397325490904,1.2884397325490904,1.860772027607006,1.860772027607006,4.114921302508377,3.788145848066841,3.788145848066841,4.6158347494968,4.6158347494968,1.1737048346651497,0.9159880808353029,0.9159880808353029,1.2372675970497415,1.2372675970497415
1968-01-01,2.5381875034481696,2.4759521571899175,2.4759521571899175,2.9496602580114932,2.9496602580114932,1.591380567436961,1.364707465048929,1.364707465048929,1.8673148177321064,1.8673148177321064,4.341630148043148,3.9028949684970984,3.9028949684970984,4.541040825448454,4.541040825448454,1.1937796148895585,1.0005055443441868,1.0005055443441868,1.2898503807018593,1.2898503807018593
1968-04-01,2.668909605989379,2.3861313396221933,2.3861313396221933,2.9108772327790446,2.9108772327790446,1.6031958480582371,1.3509342983379349,1.3509342983379349,1.923059772267678,1.923059772267678,4.309191111889872,3.990787740622686,3.990787740622686,4.566290470318667,4.566290470318667,1.1887701122122885,1.0329858815853539,1.0329858815853539,1.324832073742079,1.324832073742079
1968-07-01,2.5841406686729527,2.3286662060057064,2.3286662060057064,2.773978151340163,2.773978151340163,1.6280331821685305,1.32717935539176,1.32717935539176,1.9037709906893818,1.9037709906893818,4.2060879567562255,3.88617491706953,3.88617491706953,4.52806745644069,4.52806745644069,1.1773637131735493,1.035393943440574,1.035393943440574,1.3375674925180576,1.3375674925180576
1968-10-01,2.6482516370795732,2.4300051375524965,2.4300051375524965,2.7444281362467136,2.7444281362467136,1.51985706302473,1.3590044989106813,1.3590044989106813,1.9230021008874694,1.9230021008874694,4.264285199271443,4.0072561359902545,4.0072561359902545,4.425900740042582,4.425900740042582,1.2088560271395397,1.112281667221779,1.112281667221779,1.363569188614959,1.363569188614959
1969-01-01,2.753044772253753,2.6966096232671335,2.6966096232671335,2.8026104090179156,2.8026104090179156,1.6418594759111809,1.383796309988607,1.383796309988607,1.9137828134659036,1.9137828134659036,4.33966202863403,4.186406719006523,4.186406719006523,4.610392436733037,4.610392436733037,1.2264342051192476,1.126123400617505,1.126123400617505,1.4052727762242785,1.4052727762242785
1969-04-01,2.750568801326264,2.537478681327376,2.537478681327376,2.814890418156313,2.814890418156313,1.7088378786807195,1.3820225767827192,1.3820225767827192,1.9206039400331396,1.9206039400331396,4.3068056112550135,4.132591378108983,4.132591378108983,4.68165266320537,4.68165266320537,1.3198081024794495,1.1627840644523073,1.1627840644523073,1.4348502039101185,1.4348502039101185
1969-07-01,2.7652941276446885,2.708503993034071,2.708503993034071,2.7978429877912,2.7978429877912,1.7570363217072729,1.3503908276181553,1.3503908276181553,1.9184945479782505,1.9184945479782505,4.522330449351961,4.127561937050382,4.127561937050382,4.6269985410123216,4.6269985410123216,1.3766524898803565,1.1488883175620357,1.1488883175620357,1.473679146448188,1.473679146448188
1969-10-01,2.807292419281381,2.7664841066373107,2.7664841066373107,2.8920727171391167,2.8920727171391167,1.7805603928510692,1.348059968768746,1.348059968768746,2.0052002970171316,2.0052002970171316,4.548278149453058,4.176620742716699,4.176620742716699,4.897273014156248,4.897273014156248,1.378184875874598,1.162002196841288,1.162002196841288,1.5131778222102144,1.5131778222102144
1970-01-01,3.002263078398542,2.631669676274286,2.631669676274286,3.012280453324688,3.012280453324688,1.8082199961714118,1.3744532509975627,1.3744532509975627,2.0809437815286103,2.0809437815286103,4.617990860306662,4.379706454153809,4.379706454153809,5.083206859927152,5.083206859927152,1.3947674352280677,1.2058836116491327,1.2058836116491327,1.6088807440459403,1.6088807440459403
1970-04-01,2.9789370394183843,2.716300131008241,2.716300131008241,3.1189711955118304,3.1189711955118304,1.9018866681080897,1.4458655804091511,1.4458655804091511,2.010479850340986,2.010479850340986,4.618186799116331,4.537901204859877,4.537901204859877,5.078334564173682,5.078334564173682,1.4275582004813787,1.1698600523464415,1.1698600523464415,1.5886494585341817,1.5886494585341817
1970-07-01,3.1022332876408614,2.740902692276752,2.740902692276752,3.130741727030058,3.130741727030058,1.9087999608743764,1.515396464813799,1.515396464813799,2.0370655512583546,2.0370655512583546,4.666215892287705,4.646138191843857,4.646138191843857,5.139298838899216,5.139298838899216,1.419889354332874,1.0751827246248564,1.0751827246248564,1.5555041604527748,1.5555041604527748
1970-10-01,3.061532580366778,2.9023571007789366,2.9023571007789366,3.261001359078103,3.261001359078103,1.8821442139667672,1.492984574662933,1.492984574662933,2.039560143718289,2.039560143718289,4.790063238119726,4.582367887122167,4.582367887122167,5.284208399744403,5.284208399744403,1.3595831173023925,1.0979280270690837,1.0979280270690837,1.5133838965266688,1.5133838965266688
1971-01-01,2.97832447027535,2.9310771437336123,2.9310771437336123,3.1572247653426677,3.1572247653426677,1.9234472110746128,1.5773346008934381,1.5773346008934381,2.066264488742692,2.066264488742692,4.911747097640787,4.6804424088734145,4.6804424088734145,4.997341632476305,4.997341632476305,1.3768543051916042,1.0621953052332334,1.0621953052332334,1.5469494322914406,1.5469494322914406
1971-04-01,3.086326708401159,3.0007168589118223,3.0007168589118223,3.1642537552680325,3.1642537552680325,1.9805849082837956,1.597083824253944,1.597083824253944,2.03990389783903,2.03990389783903,5.0356138828759285,4.683410532655103,4.683410532655103,5.144838663551829,5.144838663551829,1.4326398005755847,1.1498638739099238,1.1498638739099238,1.591127340482613,1.591127340482613
1971-07-01,3.139958932362544,3.1100359249385283,3.1100359249385283,3.212928844891901,3.212928844891901,2.0371252541292693,1.6690254841977277,1.6690254841977277,2.101139222968836,2.101139222968836,5.209601880730203,4.808984416560271,4.808984416560271,5.25005409902117,5.25005409902117,1.4172387300869265,1.1255051420829498,1.1255051420829498,1.5500434072779963,1.5500434072779963
1971-10-01,3.3336854983283346,3.194763847139306,3.194763847139306,3.4858971489958366,3.4858971489958366,2.058415677799561,1.6479706324987358,1.6479706324987358,2.206363694816019,2.206363694816019,5.379941106072648,5.05114047644988,5.05114047644988,5.588153284761437,5.588153284761437,1.4186597486719361,1.1138236039912963,1.1138236039912963,1.568017646168732,1.568017646168732
1972-01-01,3.4088706078468003,3.380353806779711,3.380353806779711,3.513223922382258,3.513223922382258,2.049323469770434,1.6696092906373745,1.6696092906373745,2.378434101561365,2.378434101561365,5.452431300164712,5.126386794742843,5.126386794742843,5.758787908341076,5.758787908341076,1.481046680117597,1.1080505995130239,1.1080505995130239,1.576686388211459,1.576686388211459
1972-04-01,3.475541513378836,3.4311957016230834,3.4311957016230834,3.604109255015208,3.604109255015208,2.0702453280607394,1.6931106538294216,1.6931106538294216,2.3488304528594774,2.3488304528594774,5.514046644479928,5.209128432588443,5.209128432588443,5.812183490852622,5.812183490852622,1.4138814753241125,1.1393326007775375,1.1393326007775375,1.628252703182665,1.628252703182665
1972-07-01,3.587154542773415,3.506026767896314,3.506026767896314,3.697387271280565,3.697387271280565,2.121815520568408,1.6750198016898192,1.6750198016898192,2.410756321512749,2.410756321512749,5.708970063341823,5.368649416026661,5.368649416026661,5.916783089409063,5.916783089409063,1.4914863550009216,1.096380070053868,1.096380070053868,1.6854375217227926,1.6854375217227926
1972-10-01,3.7601736805158943,3.7157045599119582,3.7157045599119582,3.8734504513835093,3.8734504513835093,2.1119649129076925,1.7303663406844487,1.7303663406844487,2.4134403140000864,2.4134403140000864,5.930787101874223,5.524695573153329,5.524695573153329,6.129144873912045,6.129144873912045,1.515056186861815,1.1695691132293833,1.1695691132293833,1.7180348078906478,1.7180348078906478
1973-01-01,3.83829298148511,3.709442451952166,3.709442451952166,4.040452365277853,4.040452365277853,2.1636601423240758,1.7564207050105412,1.7564207050105412,2.4586750795596406,2.4586750795596406,5.877645019212808,5.761810694577232,5.761810694577232,6.2275574355541075,6.2275574355541075,1.5371590264631148,1.1980411876710344,1.1980411876710344,1.766363295874387,1.766363295874387
1973-04-01,3.7337846098945584,3.635239506477966,3.635239506477966,4.068197114575744,4.068197114575744,2.162893276940154,1.8303295885566808,1.8303295885566808,2.4599407480054167,2.4599407480054167,5.898526703132425,5.8270551672318165,5.8270551672318165,6.149747420265147,6.149747420265147,1.5456257270582388,1.1503138883345332,1.1503138883345332,1.723311471997486,1.723311471997486
1973-07-01,3.8557169451940947,3.747921450865558,3.747921450865558,4.142814984120234,4.142814984120234,2.156018364047088,1.9294974623034788,1.9294974623034788,2.4683076499823255,2.4683076499823255,5.970796509156246,5.884649745356134,5.884649745356134,6.32402459517642,6.32402459517642,1.6317726280268732,1.1354750971679732,1.1354750971679732,1.6731365710255632,1.6731365710255632
1973-10-01,3.975836130828394,3.778720074691792,3.778720074691792,4.177362176513778,4.177362176513778,2.1521439487044587,1.9541079338869376,1.9541079338869376,2.4388535053035927,2.4388535053035927,6.127980079532852,5.908490068450888,5.908490068450888,6.447747167255587,6.447747167255587,1.5825458159293653,1.1121081890000017,1.1121081890000017,1.749640415330163,1.749640415330163
1974-01-01,4.032097243246906,3.9040767212684355,3.9040767212684355,4.219709670108232,4.219709670108232,2.179902792997949,1.961728907822523,1.961728907822523,2.4193820288148165,2.4193820288148165,6.225151981534134,5.993826151069429,5.993826151069429,6.543581518260996,6.543581518260996,1.553455233097234,1.1505227757726604,1.1505227757726604,1.7901716582109741,1.7901716582109741
1974-04-01,4.3654629605565916,4.290664151655634,4.290664151655634,4.538481134983324,4.538481134983324,2.2327829144393956,1.9888907475811965,1.9888907475811965,2.3637398552987485,2.3637398552987485,6.687287313127634,6.3324652087411035,6.3324652087411035,6.765610668197956,6.765610668197956,1.522853200199995,1.1535248979732653,1.1535248979732653,1.749293218907642,1.749293218907642
1974-07-01,4.554999034398044,4.339640715075093,4.339640715075093,4.673271348928726,4.673271348928726,2.2429355731673937,1.9485799026728918,1.9485799026728918,2.3630726723483635,2.3630726723483635,6.784338859163514,6.482524563739407,6.482524563739407,6.916206922096119,6.916206922096119,1.4332105059079605,1.2421745253116485,1.2421745253116485,1.7789244954096888,1.7789244954096888
1974-10-01,4.560458461907505,4.332111958880331,4.332111958880331,4.718433432825808,4.718433432825808,2.2734904399118343,1.931681847730898,1.931681847730898,2.4476729013842644,2.4476729013842644,6.779784860264595,6.473039941739705,6.473039941739705,7.000180317541371,7.000180317541371,1.4804799140587175,1.2587717088431687,1.2587717088431687,1.7538322200573166,1.7538322200573166
1975-01-01,4.615561662046377,4.53960869427421,4.53960869427421,4.88291802673967,4.88291802673967,2.3219129117088317,1.9712755693438846,1.9712755693438846,2.5128191771558774,2.5128191771558774,6.948767948887342,6.586409826065921,6.586409826065921,7.204830938448502,7.204830938448502,1.495792354369025,1.2888469427620461,1.2888469427620461,1.7224835440111192,1.7224835440111192
1975-04-01,4.834698365793724,4.6290821341415755,4.6290821341415755,4.983804106910296,4.983804106910296,2.3170704627503627,1.9571246268662108,1.9571246268662108,2.6360130302496083,2.6360130302496083,7.101440870423588,6.586206761007786,6.586206761007786,7.470711396043332,7.470711396043332,1.457055965194504,1.3120168468844033,1.3120168468844033,1.6916734084615317,1.6916734084615317
1975-07-01,4.864508276363001,4.757478789025143,4.757478789025143,5.03159796025524,5.03159796025524,2.255988824133494,1.980561662502355,1.980561662502355,2.6512579492788726,2.6512579492788726,7.149843430689058,6.738040451527498,6.738040451527498,7.418319447416323,7.418319447416323,1.453395680691607,1.28689721630939,1.28689721630939,1.7490056759883097,1.7490056759883097
1975-10-01,4.822120313625122,4.731939161474983,4.731939161474983,4.929151486082435,4.929151486082435,2.2705050348415723,1.8735242887349326,1.8735242887349326,2.6265455517700023,2.6265455517700023,7.080943240191138,6.605463450209916,6.605463450209916,7.4486658653951245,7.4486658653951245,1.4216751565197525,1.2969853216347682,1.2969853216347682,1.8410083356483093,1.8410083356483093
1976-01-01,4.7149080315186955,4.544974679330542,4.544974679330542,4.7443210814765875,4.7443210814765875,2.339276268261104,1.9476321591061538,1.9476321591061538,2.545946372109665,2.545946372109665,7.076137721478292,6.691953240582741,6.691953240582741,7.090921051440207,7.090921051440207,1.4364949404487677,1.2832630976458947,1.2832630976458947,1.9352916575692496,1.9352916575692496
1976-04-01,4.595094203063984,4.408916184505385,4.408916184505385,4.639855726738323,4.639855726738323,2.3315678913800846,1.9634157253186832,1.9634157253186832,2.521802017774901,2.521802017774901,6.86181476992379,6.5585099283826676,6.5585099283826676,6.971423618118408,6.971423618118408,1.5001879831985205,1.405395951641589,1.405395951641589,1.9125686874530823,1.9125686874530823
1976-07-01,4.444236454059568,4.323724819658162,4.323724819658162,4.582063332184312,4.582063332184312,2.290165379659562,2.033333254972541,2.033333254972541,2.5198333762379144,2.5198333762379144,6.795348827130031,6.4775697090321085,6.4775697090321085,6.843558195896076,6.843558195896076,1.6057701994336278,1.4493672578608516,1.4493672578608516,1.8866104418308565,1.8866104418308565
1976-10-01,4.489053692212251,4.235475703175129,4.235475703175129,4.54527771406328,4.54527771406328,2.2925213108968707,1.9964921613178717,1.9964921613178717,2.54958738698326,2.54958738698326,6.775730061823617,6.541769875381152,6.541769875381152,6.815802155464905,6.815802155464905,1.6032968723742043,1.4883819119377546,1.4883819119377546,1.8686384415046045,1.8686384415046045
1977-01-01,4.493782382713135,4.245216098146892,4.245216098146892,4.631933627673114,4.631933627673114,2.3029758733881027,1.9545462784344527,1.9545462784344527,2.5623410449880226,2.5623410449880226,6.7967582561012385,6.47789270788268,6.47789270788268,6.9412445690695055,6.9412445690695055,1.6788893188878429,1.504644031677648,1.504644031677648,1.9210301873199183,1.9210301873199183
1977-04-01,4.562482729928911,4.365725575151507,4.365725575151507,4.709265225413939,4.709265225413939,2.3464266544170287,1.9518837843968952,1.9518837843968952,2.5640336545044082,2.5640336545044082,6.929759229655915,6.379639653014664,6.379639653014664,7.062929736660243,7.062929736660243,1.6629344882083537,1.5525888712501887,1.5525888712501887,1.8850490911779016,1.8850490911779016
1977-07-01,4.613149034430731,4.403871575339521,4.403871575339521,4.827891151578743,4.827891151578743,2.3340032838134994,1.9602269824681677,1.9602269824681677,2.631710752076521,2.631710752076521,7.035582327416042,6.573376016898899,6.573376016898899,7.161894435392242,7.161894435392242,1.6893849095787623,1.574062161843601,1.574062161843601,1.841948996130313,1.841948996130313
1977-10-01,4.785811406319302,4.635815085694708,4.635815085694708,4.958075572033365,4.958075572033365,2.4142193724842493,1.9433656547509701,1.9433656547509701,2.6466019105451846,2.6466019105451846,7.278222662233528,6.579180740445678,6.579180740445678,7.320370122278628,7.320370122278628,1.7034103807568104,1.602926554625691,1.602926554625691,1.9432703007550542,1.9432703007550542
1978-01-01,4.974663442501812,4.847928598726537,4.847928598726537,5.084226423592295,5.084226423592295,2.381371899971765,1.8662933216238224,1.8662933216238224,2.5933918028036036,2.5933918028036036,7.441320401530141,6.840956764125634,6.840956764125634,7.451349942908815,7.451349942908815,1.7429942006463433,1.5370152266331976,1.5370152266331976,1.89471298117108,1.89471298117108
1978-04-01,5.194958434898201,5.111466910159489,5.111466910159489,5.202690155331634,5.202690155331634,2.376185727551273,1.8579824124812465,1.8579824124812465,2.6320256420345065,2.6320256420345065,7.501116164504164,7.0606725678128806,7.0606725678128806,7.743492552193995,7.743492552193995,1.7141824507736991,1.4491041655543868,1.4491041655543868,1.9055118395312114,1.9055118395312114
1978-07-01,5.314637875070529,5.29874001947361,5.29874001947361,5.468303199598902,5.468303199598902,2.3551023511773166,1.8841809054852734,1.8841809054852734,2.680387339252019,2.680387339252019,7.670046550717453,7.219099401341478,7.219099401341478,7.986643682366713,7.986643682366713,1.7166746265715627,1.4089604163835154,1.4089604163835154,1.9478328512397158,1.9478328512397158
1978-10-01,5.641432440110677,5.519420485421595,5.519420485421595,5.673225513488656,5.673225513488656,2.37424474649044,1.8661276699917688,1.8661276699917688,2.744412844149224,2.744412844149224,8.030493167095674,7.507560110102446,7.507560110102446,8.307742010111177,8.307742010111177,1.7304759792934072,1.4459265213687817,1.4459265213687817,1.9413007763650514,1.9413007763650514
